Episode,Action,Probability,Done
7,18,0.99,False
7,3,0.581,False
7,2,0.0,False
7,3,0.0,False
7,0,0.0,False
7,0,0.0,False
7,0,0.0,True
8,0,0.205,False
8,0,0.46399999999999997,False
8,0,0.182,False
8,0,0.281,False
8,0,0.152,False
8,6,0.0,False
8,6,0.0,False
8,6,0.0,True
9,15,0.99,False
9,18,0.0,False
9,18,0.0,False
9,18,0.0,False
9,18,0.0,False
9,18,0.46399999999999997,False
9,18,0.461,False
9,1,0.45799999999999996,False
9,0,0.452,False
9,0,0.44799999999999995,False
9,0,0.44,False
9,0,0.436,False
9,0,0.435,False
9,5,0.43200000000000005,False
9,0,0.428,False
9,0,0.425,False
9,5,0.528,False
9,1,0.0,False
9,19,0.40700000000000003,False
9,8,0.0,False
9,8,0.0,False
9,8,0.0,False
9,8,0.0,False
9,8,0.0,True
10,8,0.0,False
10,8,0.0,False
10,8,0.0,False
10,1,0.99,False
10,1,0.573,False
10,0,0.99,False
10,2,0.578,False
10,2,0.0,True
11,15,0.0,False
11,5,0.0,False
11,8,0.0,False
11,15,0.0,False
11,19,0.401,False
11,2,0.0,False
11,19,0.446,False
11,12,0.0,False
11,11,0.0,False
11,17,0.0,True
12,15,0.99,False
12,8,0.0,False
12,8,0.0,False
12,17,0.0,False
12,12,0.46399999999999997,False
12,1,0.0,False
12,1,0.0,False
12,1,0.99,False
12,3,0.99,False
12,3,0.581,False
12,3,0.0,False
12,0,0.0,False
12,0,0.0,True
13,15,0.99,False
13,18,0.0,False
13,15,0.0,False
13,1,0.0,False
13,1,0.0,False
13,1,0.99,False
13,1,0.99,False
13,11,0.99,False
13,11,0.5920000000000001,False
13,8,0.0,False
13,8,0.0,False
13,8,0.0,True
14,15,0.99,False
14,0,0.0,False
14,0,0.0,False
14,0,0.44299999999999995,False
14,0,0.436,False
14,0,0.43,False
14,16,0.99,False
14,0,0.5579999999999999,False
14,1,0.012,False
14,1,0.579,False
14,1,0.99,False
14,11,0.99,False
14,16,0.593,False
14,16,0.361,False
14,16,0.361,False
14,16,0.361,False
14,16,0.361,True
15,15,0.99,False
15,6,0.99,False
15,13,0.0,False
15,0,0.0,False
15,0,0.0,True
16,15,0.99,False
16,0,0.0,False
16,0,0.0,False
16,19,0.22,False
16,19,0.99,False
16,19,0.99,False
16,8,0.598,False
16,8,0.539,False
16,1,0.0,False
16,1,0.24600000000000002,False
16,1,0.99,False
16,8,0.5920000000000001,False
16,5,0.0,False
16,15,0.0,False
16,15,0.0,False
16,15,0.0,True
17,15,0.99,False
17,16,0.353,False
17,16,0.0,False
17,16,0.0,False
17,1,0.345,False
17,0,0.99,False
17,0,0.58,False
17,0,0.0,False
17,9,0.373,False
17,17,0.99,False
17,10,0.595,False
17,10,0.0,True
18,15,0.99,False
18,4,0.0,False
18,4,0.0,False
18,4,0.0,False
18,4,0.0,False
18,4,0.0,False
18,0,0.99,False
18,1,0.595,False
18,1,0.99,False
18,1,0.574,False
18,1,0.99,False
18,14,0.593,False
18,15,0.0,False
18,14,0.0,True
19,2,0.0,False
19,15,0.99,False
19,14,0.0,False
19,14,0.0,False
19,14,0.0,False
19,11,0.0,False
19,5,0.0,False
19,2,0.0,False
19,5,0.0,False
19,5,0.0,False
19,6,0.0,True
20,15,0.0,False
20,0,0.299,False
20,0,0.562,False
20,0,0.19899999999999998,False
20,0,0.175,False
20,10,0.0,False
20,10,0.0,False
20,10,0.0,False
20,10,0.0,True
21,15,0.99,False
21,12,0.0,False
21,7,0.0,False
21,12,0.0,False
21,5,0.0,False
21,5,0.0,False
21,5,0.0,False
21,5,0.0,False
21,5,0.0,False
21,5,0.0,True
22,15,0.0,False
22,14,0.0,False
22,14,0.0,False
22,1,0.14800000000000002,False
22,2,0.0,False
22,14,0.473,False
22,19,0.474,False
22,19,0.99,False
22,14,0.528,False
22,14,0.10400000000000001,False
22,14,0.0,False
22,9,0.0,True
23,15,0.99,False
23,14,0.0,False
23,0,0.423,False
23,8,0.41,False
23,5,0.99,False
23,5,0.594,False
23,5,0.065,False
23,5,0.0,False
23,5,0.0,False
23,1,0.99,False
23,5,0.55,False
23,5,0.586,False
23,5,0.0,False
23,16,0.0,False
23,16,0.0,True
24,15,0.99,False
24,13,0.0,False
24,16,0.0,False
24,6,0.0,True
25,15,0.99,False
25,6,0.0,False
25,6,0.0,False
25,1,0.45899999999999996,False
25,1,0.445,False
25,5,0.33899999999999997,False
25,1,0.0,False
25,14,0.0,False
25,5,0.0,False
25,5,0.0,False
25,11,0.0,False
25,11,0.0,False
25,11,0.0,True
26,15,0.99,False
26,11,0.0,False
26,11,0.451,False
26,16,0.447,False
26,16,0.435,False
26,9,0.425,False
26,16,0.413,False
26,16,0.402,False
26,19,0.325,False
26,19,0.185,False
26,1,0.99,False
26,17,0.579,False
26,17,0.005,False
26,17,0.0,False
26,17,0.0,False
26,17,0.0,False
26,17,0.0,False
26,17,0.0,True
27,15,0.99,False
27,19,0.35,False
27,19,0.5770000000000001,False
27,19,0.0,False
27,19,0.479,False
27,17,0.99,False
27,17,0.0,False
27,17,0.0,True
28,15,0.99,False
28,5,0.0,False
28,8,0.0,False
28,15,0.0,True
29,15,0.99,False
29,11,0.0,False
29,11,0.0,False
29,16,0.0,False
29,11,0.0,False
29,11,0.0,False
29,11,0.0,False
29,11,0.0,False
29,14,0.0,True
30,19,0.0,True
