Episode,Action,Probability,Done
0,15,0.99,False
0,19,0.0,False
0,19,0.0,False
0,19,0.389,False
0,19,0.99,False
0,19,0.5920000000000001,False
0,7,0.0,False
0,19,0.40399999999999997,False
0,1,0.0,False
0,10,0.0,False
0,10,0.0,False
0,10,0.013000000000000001,True
1,15,0.99,False
1,0,0.0,False
1,15,0.0,False
1,15,0.0,False
1,15,0.99,False
1,2,0.21100000000000002,False
1,15,0.214,False
1,15,0.0,False
1,0,0.0,False
1,0,0.006999999999999999,False
1,1,0.99,False
1,19,0.99,False
1,19,0.5770000000000001,False
1,19,0.0,False
1,19,0.0,True
2,15,0.99,False
2,15,0.057999999999999996,False
2,15,0.0,False
2,15,0.99,False
2,15,0.09,False
2,2,0.0,False
2,15,0.0,False
2,10,0.0,False
2,10,0.0,False
2,0,0.0,False
2,0,0.0,True
3,15,0.99,False
3,0,0.0,False
3,6,0.425,False
3,6,0.39899999999999997,False
3,13,0.37,False
3,6,0.33299999999999996,False
3,6,0.0,False
3,6,0.0,False
3,6,0.0,False
3,6,0.0,False
3,6,0.0,False
3,19,0.0,False
3,5,0.0,False
3,5,0.0,True
4,2,0.0,False
4,12,0.0,False
4,12,0.0,False
4,12,0.0,False
4,12,0.0,False
4,12,0.0,False
4,5,0.0,False
4,16,0.0,False
4,0,0.0,True
5,15,0.99,False
5,0,0.0,False
5,0,0.0,False
5,18,0.0,False
5,19,0.24,False
5,7,0.457,False
5,5,0.47200000000000003,False
5,19,0.218,False
5,19,0.184,False
5,1,0.431,False
5,1,0.011000000000000001,False
5,1,0.99,False
5,1,0.5670000000000001,False
5,1,0.0,False
5,1,0.0,True
6,15,0.99,False
6,0,0.223,False
6,0,0.249,False
6,0,0.165,False
6,0,0.08199999999999999,False
6,1,0.0,False
6,16,0.0,False
6,16,0.0,False
6,16,0.0,True
7,15,0.99,False
7,19,0.0,False
7,19,0.0,False
7,14,0.45899999999999996,False
7,19,0.45799999999999996,False
7,19,0.452,False
7,19,0.446,False
7,0,0.442,False
7,0,0.436,False
7,0,0.431,False
7,1,0.424,False
7,1,0.419,False
7,1,0.418,True
8,15,0.99,False
8,0,0.0,False
8,7,0.0,False
8,15,0.0,False
8,15,0.0,False
8,15,0.172,False
8,15,0.156,False
8,0,0.151,False
8,4,0.146,False
8,19,0.141,False
8,19,0.135,False
8,19,0.183,False
8,19,0.171,False
8,19,0.166,False
8,19,0.99,False
8,19,0.5660000000000001,False
8,0,0.049,False
8,1,0.99,False
8,1,0.557,False
8,1,0.0,False
8,1,0.0,False
8,1,0.0,True
9,15,0.99,False
9,6,0.0,False
9,6,0.0,False
9,6,0.0,False
9,6,0.0,False
9,15,0.0,False
9,15,0.0,False
9,5,0.0,False
9,3,0.0,False
9,19,0.0,False
9,19,0.327,False
9,15,0.99,False
9,15,0.569,False
9,15,0.0,False
9,15,0.99,False
9,19,0.0,False
9,19,0.0,False
9,19,0.99,False
9,19,0.596,False
9,19,0.99,False
9,19,0.5920000000000001,False
9,19,0.0,False
9,19,0.0,True
10,11,0.0,False
10,6,0.0,False
10,15,0.0,False
10,15,0.0,False
10,12,0.0,False
10,7,0.0,False
10,18,0.0,False
10,12,0.0,False
10,1,0.0,False
10,1,0.0,True
11,15,0.99,False
11,1,0.0,False
11,1,0.0,False
11,1,0.4,False
11,12,0.0,False
11,19,0.344,False
11,19,0.0,False
11,12,0.0,False
11,12,0.0,True
12,15,0.99,False
12,1,0.0,False
12,15,0.0,False
12,15,0.447,False
12,1,0.43799999999999994,False
12,1,0.429,False
12,1,0.42100000000000004,False
12,0,0.413,False
12,1,0.39899999999999997,False
12,1,0.361,False
12,1,0.99,False
12,1,0.445,False
12,1,0.193,True
13,15,0.99,False
13,0,0.0,False
13,19,0.0,False
13,15,0.0,True
14,15,0.99,False
14,19,0.353,False
14,19,0.22899999999999998,False
14,19,0.354,False
14,0,0.428,False
14,0,0.475,False
14,15,0.99,False
14,0,0.596,False
14,15,0.99,False
14,15,0.0,False
14,2,0.0,False
14,2,0.0,True
15,15,0.99,False
15,0,0.303,False
15,5,0.377,False
15,0,0.38299999999999995,False
15,0,0.306,False
15,1,0.99,False
15,3,0.99,False
15,4,0.555,False
15,19,0.0,False
15,19,0.0,True
16,15,0.99,False
16,19,0.0,False
16,14,0.0,False
16,14,0.0,False
16,19,0.5770000000000001,False
16,19,0.573,False
16,19,0.542,False
16,3,0.564,False
16,3,0.99,False
16,3,0.563,False
16,0,0.99,False
16,1,0.528,False
16,1,0.204,False
16,1,0.99,False
16,1,0.5760000000000001,False
16,1,0.0,False
16,1,0.0,True
17,15,0.99,False
17,15,0.0,False
17,0,0.0,False
17,1,0.45299999999999996,False
17,1,0.442,False
17,1,0.43200000000000005,False
17,1,0.426,False
17,19,0.14400000000000002,False
17,19,0.043,False
17,19,0.389,False
17,19,0.431,False
17,19,0.321,False
17,19,0.0,False
17,19,0.0,False
17,19,0.2,True
18,15,0.99,False
18,6,0.0,False
18,6,0.0,False
18,15,0.46299999999999997,False
18,5,0.451,False
18,0,0.42700000000000005,False
18,0,0.517,False
18,0,0.99,False
18,0,0.588,False
18,0,0.276,False
18,1,0.0,False
18,19,0.99,False
18,19,0.575,False
18,19,0.0,False
18,19,0.18,False
18,1,0.359,True
19,15,0.99,False
19,4,0.35200000000000004,False
19,1,0.0,False
19,1,0.0,False
19,1,0.0,False
19,15,0.045,False
19,1,0.0,False
19,1,0.99,False
19,0,0.361,False
19,0,0.361,False
19,3,0.361,True
20,15,0.99,False
20,0,0.0,False
20,15,0.0,False
20,15,0.273,False
20,15,0.35200000000000004,False
20,15,0.0,False
20,15,0.0,False
20,19,0.38299999999999995,False
20,19,0.99,False
20,2,0.449,False
20,2,0.0,True
21,15,0.0,False
21,0,0.149,False
21,19,0.384,False
21,19,0.203,False
21,19,0.44799999999999995,False
21,2,0.0,False
21,2,0.0,True
22,15,0.0,False
22,15,0.0,False
22,15,0.0,False
22,17,0.0,True
23,15,0.99,False
23,17,0.0,False
23,17,0.44,False
23,17,0.43700000000000006,False
23,17,0.423,False
23,17,0.23,False
23,17,0.0,False
23,17,0.0,False
23,17,0.0,False
23,1,0.0,False
23,1,0.99,False
23,1,0.5820000000000001,False
23,1,0.0,False
23,1,0.0,True
24,15,0.99,False
24,19,0.0,False
24,19,0.0,False
24,19,0.0,False
24,19,0.0,False
24,19,0.0,False
24,19,0.0,False
24,19,0.084,False
24,19,0.182,False
24,1,0.19399999999999998,False
24,19,0.193,False
24,19,0.19699999999999998,False
24,6,0.214,False
24,6,0.489,False
24,15,0.0,False
24,12,0.0,False
24,15,0.99,False
24,6,0.44299999999999995,False
24,15,0.0,False
24,3,0.0,False
24,3,0.0,False
24,15,0.0,False
24,3,0.0,False
24,3,0.0,True
25,15,0.99,False
25,3,0.0,False
25,3,0.0,False
25,19,0.0,False
25,19,0.0,False
25,19,0.0,False
25,19,0.008,False
25,19,0.99,False
25,19,0.99,False
25,19,0.99,False
25,19,0.591,False
25,1,0.99,False
25,16,0.5379999999999999,False
25,1,0.0,False
25,1,0.0,False
25,1,0.0,False
25,1,0.0,True
26,15,0.99,False
26,6,0.0,False
26,6,0.0,False
26,6,0.0,False
26,6,0.431,False
26,6,0.0,False
26,0,0.99,False
26,0,0.99,False
26,19,0.56,False
26,0,0.0,False
26,1,0.0,False
26,10,0.0,False
26,10,0.0,False
26,10,0.0,True
27,15,0.0,False
27,15,0.0,False
27,15,0.0,False
27,15,0.0,False
27,15,0.99,False
27,1,0.99,False
27,1,0.35200000000000004,False
27,1,0.11599999999999999,False
27,1,0.295,False
27,1,0.0,False
27,3,0.0,False
27,13,0.0,True
28,6,0.0,False
28,6,0.0,False
28,6,0.0,False
28,6,0.0,False
28,15,0.0,False
28,1,0.0,False
28,1,0.0,False
28,19,0.0,True
29,15,0.99,False
29,19,0.0,False
29,19,0.0,False
29,19,0.0,False
29,19,0.0,False
29,19,0.0,False
29,19,0.45899999999999996,False
29,19,0.45899999999999996,False
29,19,0.46,False
29,5,0.46,False
29,5,0.45899999999999996,False
29,5,0.45799999999999996,False
29,2,0.0,False
29,5,0.45799999999999996,False
29,5,0.456,False
29,18,0.475,False
29,0,0.4,False
29,0,0.094,False
29,0,0.0,False
29,19,0.474,False
29,19,0.0,False
29,19,0.19399999999999998,False
29,19,0.99,True
30,19,0.0,True
